##Databases: KEGG PATHWAY, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
abscisic acid binding	Gene Ontology	GO:0010427	9	53	0.351593540495	0.98893381094	Barthea07561|Barthea21343|Barthea42844|Barthea13611|Barthea08303|Barthea29828|Barthea19460|Barthea33830|Barthea29831	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010427
proteasome core complex	Gene Ontology	GO:0005839	9	53	0.351593540495	0.98893381094	Barthea22904|Barthea22905|Barthea12298|Barthea37782|Barthea36459|Barthea20761|Barthea10370|Barthea31860|Barthea25589	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005839
solute:proton antiporter activity	Gene Ontology	GO:0015299	9	53	0.351593540495	0.98893381094	Barthea33454|Barthea36886|Barthea10053|Barthea22269|Barthea33459|Barthea27186|Barthea13673|Barthea27171|Barthea17743	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015299
negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway	Gene Ontology	GO:1903298	2	8	0.353348349122	0.98893381094	Barthea08640|Barthea40367	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1903298
phosphoglycerate mutase activity	Gene Ontology	GO:0004619	2	8	0.353348349122	0.98893381094	Barthea28867|Barthea28892	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004619
positive regulation of histone methylation	Gene Ontology	GO:0031062	2	8	0.353348349122	0.98893381094	Barthea29177|Barthea22317	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031062
cell division site	Gene Ontology	GO:0032153	2	8	0.353348349122	0.98893381094	Barthea18071|Barthea23630	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032153
membrane organization	Gene Ontology	GO:0061024	2	8	0.353348349122	0.98893381094	Barthea14086|Barthea13621	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0061024
regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	Gene Ontology	GO:0010322	2	8	0.353348349122	0.98893381094	Barthea14133|Barthea33498	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010322
eukaryotic translation initiation factor 2 complex	Gene Ontology	GO:0005850	2	8	0.353348349122	0.98893381094	Barthea44135|Barthea38489	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005850
linoleate 9S-lipoxygenase activity	Gene Ontology	GO:1990136	2	8	0.353348349122	0.98893381094	Barthea36431|Barthea04160	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1990136
protoxylem development	Gene Ontology	GO:0090059	2	8	0.353348349122	0.98893381094	Barthea36434|Barthea27951	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0090059
diacylglycerol biosynthetic process	Gene Ontology	GO:0006651	2	8	0.353348349122	0.98893381094	Barthea10383|Barthea41478	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006651
adenine salvage	Gene Ontology	GO:0006168	2	8	0.353348349122	0.98893381094	Barthea35213|Barthea07624	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006168
response to continuous far red light stimulus by the high-irradiance response system	Gene Ontology	GO:0010201	2	8	0.353348349122	0.98893381094	Barthea17251|Barthea12033	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010201
phosphatidylethanolamine binding	Gene Ontology	GO:0008429	2	8	0.353348349122	0.98893381094	Barthea36329|Barthea36313	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008429
oxylipin metabolic process	Gene Ontology	GO:0031407	2	8	0.353348349122	0.98893381094	Barthea31195|Barthea28737	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031407
negative regulation of sinapate ester biosynthetic process	Gene Ontology	GO:1903086	2	8	0.353348349122	0.98893381094	Barthea29229|Barthea29418	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1903086
linoleate 13S-lipoxygenase activity	Gene Ontology	GO:0016165	2	8	0.353348349122	0.98893381094	Barthea44772|Barthea31701	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016165
rDNA protrusion	Gene Ontology	GO:0030875	2	8	0.353348349122	0.98893381094	Barthea33248|Barthea35163	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030875
response to growth hormone	Gene Ontology	GO:0060416	2	8	0.353348349122	0.98893381094	Barthea10686|Barthea27145	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0060416
raffinose family oligosaccharide biosynthetic process	Gene Ontology	GO:0010325	2	8	0.353348349122	0.98893381094	Barthea14975|Barthea14035	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010325
DNA (cytosine-5-)-methyltransferase activity	Gene Ontology	GO:0003886	2	8	0.353348349122	0.98893381094	Barthea31713|Barthea36633	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003886
nuclear matrix	Gene Ontology	GO:0016363	2	8	0.353348349122	0.98893381094	Barthea08751|Barthea37275	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016363
inflorescence meristem growth	Gene Ontology	GO:0010450	2	8	0.353348349122	0.98893381094	Barthea45974|Barthea33576	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010450
commitment complex	Gene Ontology	GO:0000243	2	8	0.353348349122	0.98893381094	Barthea40853|Barthea20771	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000243
sequence-specific double-stranded DNA binding	Gene Ontology	GO:1990837	2	8	0.353348349122	0.98893381094	Barthea15456|Barthea02746	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1990837
antipodal cell differentiation	Gene Ontology	GO:0009557	2	8	0.353348349122	0.98893381094	Barthea01356|Barthea14031	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009557
gibberellin mediated signaling pathway	Gene Ontology	GO:0010476	2	8	0.353348349122	0.98893381094	Barthea14975|Barthea14035	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010476
DNA integration	Gene Ontology	GO:0015074	2	8	0.353348349122	0.98893381094	Barthea08743|Barthea21225	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015074
response to superoxide	Gene Ontology	GO:0000303	2	8	0.353348349122	0.98893381094	Barthea36198|Barthea24221	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000303
delta DNA polymerase complex	Gene Ontology	GO:0043625	2	8	0.353348349122	0.98893381094	Barthea17257|Barthea12247	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043625
carotene beta-ring hydroxylase activity	Gene Ontology	GO:0010291	2	8	0.353348349122	0.98893381094	Barthea36290|Barthea36295	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010291
succinyl-CoA metabolic process	Gene Ontology	GO:0006104	2	8	0.353348349122	0.98893381094	Barthea25241|Barthea13823	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006104
chromosome organization involved in meiotic cell cycle	Gene Ontology	GO:0070192	2	8	0.353348349122	0.98893381094	Barthea25343|Barthea13475	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070192
glucose-1-phosphate adenylyltransferase activity	Gene Ontology	GO:0008878	2	8	0.353348349122	0.98893381094	Barthea42602|Barthea40981	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008878
plastoglobule organization	Gene Ontology	GO:0080177	2	8	0.353348349122	0.98893381094	Barthea16003|Barthea22508	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080177
copper ion homeostasis	Gene Ontology	GO:0055070	2	8	0.353348349122	0.98893381094	Barthea12298|Barthea44539	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0055070
peptide alpha-N-acetyltransferase activity	Gene Ontology	GO:0004596	2	8	0.353348349122	0.98893381094	Barthea27174|Barthea27189	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004596
bub1-bub3 complex	Gene Ontology	GO:1990298	2	8	0.353348349122	0.98893381094	Barthea05213|Barthea14430	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1990298
chloride transport	Gene Ontology	GO:0006821	2	8	0.353348349122	0.98893381094	Barthea17866|Barthea23126	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006821
enzyme-directed rRNA pseudouridine synthesis	Gene Ontology	GO:0000455	2	8	0.353348349122	0.98893381094	Barthea10101|Barthea10099	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000455
Rab GDP-dissociation inhibitor activity	Gene Ontology	GO:0005093	2	8	0.353348349122	0.98893381094	Barthea31955|Barthea46217	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005093
protein serine/threonine kinase activity	Gene Ontology	GO:0004674	104	710	0.353709948046	0.98893381094	Barthea25183|Barthea10301|Barthea27526|Barthea35045|Barthea17354|Barthea13771|Barthea35290|Barthea12248|Barthea07925|Barthea12485|Barthea09942|Barthea21268|Barthea21269|Barthea38181|Barthea33767|Barthea16917|Barthea01288|Barthea44364|Barthea02325|Barthea21273|Barthea19532|Barthea11963|Barthea21271|Barthea21270|Barthea13261|Barthea21272|Barthea21275|Barthea09170|Barthea36589|Barthea42745|Barthea36462|Barthea29141|Barthea18135|Barthea42111|Barthea31856|Barthea42853|Barthea32037|Barthea06306|Barthea31333|Barthea35209|Barthea19710|Barthea38225|Barthea16399|Barthea10514|Barthea45092|Barthea28377|Barthea25802|Barthea25803|Barthea21858|Barthea09588|Barthea33308|Barthea19499|Barthea19496|Barthea17607|Barthea26992|Barthea38233|Barthea25544|Barthea25493|Barthea46372|Barthea07673|Barthea07847|Barthea06802|Barthea19772|Barthea45116|Barthea37722|Barthea23191|Barthea17814|Barthea29292|Barthea12194|Barthea22916|Barthea19579|Barthea17394|Barthea34439|Barthea33798|Barthea22336|Barthea25301|Barthea23150|Barthea40913|Barthea35436|Barthea34725|Barthea34726|Barthea19269|Barthea25171|Barthea36229|Barthea36227|Barthea40607|Barthea16751|Barthea28827|Barthea13689|Barthea07740|Barthea07421|Barthea12174|Barthea43387|Barthea35331|Barthea26947|Barthea20011|Barthea15926|Barthea32040|Barthea19606|Barthea36231|Barthea41363|Barthea36232|Barthea20782|Barthea36236	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004674
regulation of root development	Gene Ontology	GO:2000280	13	80	0.35556471166	0.98893381094	Barthea25261|Barthea44655|Barthea11759|Barthea44654|Barthea09458|Barthea44653|Barthea44646|Barthea43860|Barthea03332|Barthea40812|Barthea14639|Barthea17690|Barthea42829	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:2000280
G protein-coupled receptor signaling pathway	Gene Ontology	GO:0007186	7	40	0.355885870079	0.98893381094	Barthea20566|Barthea22641|Barthea19498|Barthea41171|Barthea24818|Barthea25637|Barthea19684	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007186
negative regulation of cell growth	Gene Ontology	GO:0030308	7	40	0.355885870079	0.98893381094	Barthea23054|Barthea23053|Barthea28853|Barthea42920|Barthea29290|Barthea23039|Barthea23038	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030308
endoribonuclease activity	Gene Ontology	GO:0004521	7	40	0.355885870079	0.98893381094	Barthea20694|Barthea45356|Barthea24358|Barthea21077|Barthea05899|Barthea27076|Barthea18098	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004521
nucleotide-sugar transmembrane transporter activity	Gene Ontology	GO:0005338	5	27	0.357483725331	0.98893381094	Barthea12192|Barthea19315|Barthea19596|Barthea13892|Barthea38142	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005338
terpenoid biosynthetic process	Gene Ontology	GO:0016114	5	27	0.357483725331	0.98893381094	Barthea18840|Barthea36963|Barthea21056|Barthea34882|Barthea27833	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016114
intracellular anatomical structure	Gene Ontology	GO:0005622	36	238	0.362348709038	0.98893381094	Barthea30177|Barthea27012|Barthea24095|Barthea00089|Barthea31740|Barthea31811|Barthea22717|Barthea12140|Barthea07699|Barthea26546|Barthea31936|Barthea34974|Barthea14582|Barthea04439|Barthea37803|Barthea20773|Barthea21320|Barthea36561|Barthea08128|Barthea37516|Barthea10219|Barthea39520|Barthea39522|Barthea09043|Barthea36497|Barthea03240|Barthea39561|Barthea26617|Barthea05897|Barthea22540|Barthea20256|Barthea46136|Barthea19601|Barthea31300|Barthea27232|Barthea23126	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005622
regulation of leaf development	Gene Ontology	GO:2000024	8	47	0.36365626407	0.98893381094	Barthea34963|Barthea07762|Barthea33576|Barthea17513|Barthea22576|Barthea45974|Barthea35352|Barthea22572	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:2000024
anaphase-promoting complex-dependent catabolic process	Gene Ontology	GO:0031145	6	34	0.368745386588	0.98893381094	Barthea31366|Barthea19118|Barthea11592|Barthea17708|Barthea46208|Barthea40615	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031145
large ribosomal subunit	Gene Ontology	GO:0015934	6	34	0.368745386588	0.98893381094	Barthea45274|Barthea24455|Barthea11901|Barthea36577|Barthea44727|Barthea22481	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015934
defense response to fungus, incompatible interaction	Gene Ontology	GO:0009817	18	115	0.370063306286	0.98893381094	Barthea37764|Barthea36617|Barthea17371|Barthea21543|Barthea33305|Barthea27673|Barthea10914|Barthea24874|Barthea28719|Barthea31829|Barthea30224|Barthea20149|Barthea15914|Barthea36561|Barthea35293|Barthea28148|Barthea41100|Barthea19684	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009817
acetyl-CoA biosynthetic process from pyruvate	Gene Ontology	GO:0006086	4	21	0.370359643362	0.98893381094	Barthea06035|Barthea08674|Barthea27768|Barthea06065	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006086
lysine biosynthetic process via diaminopimelate	Gene Ontology	GO:0009089	4	21	0.370359643362	0.98893381094	Barthea07394|Barthea25340|Barthea32967|Barthea29034	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009089
acyl-[acyl-carrier-protein] hydrolase activity	Gene Ontology	GO:0016297	4	21	0.370359643362	0.98893381094	Barthea25475|Barthea37349|Barthea10031|Barthea19594	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016297
endoplasmic reticulum membrane organization	Gene Ontology	GO:0090158	4	21	0.370359643362	0.98893381094	Barthea21461|Barthea08437|Barthea26716|Barthea24301	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0090158
procambium histogenesis	Gene Ontology	GO:0010067	4	21	0.370359643362	0.98893381094	Barthea35315|Barthea14273|Barthea07694|Barthea23377	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010067
protein processing	Gene Ontology	GO:0016485	4	21	0.370359643362	0.98893381094	Barthea43389|Barthea38467|Barthea17205|Barthea20863	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016485
positive regulation of syringal lignin biosynthetic process	Gene Ontology	GO:1901430	4	21	0.370359643362	0.98893381094	Barthea46118|Barthea46117|Barthea46120|Barthea46121	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1901430
telomere maintenance via telomerase	Gene Ontology	GO:0007004	4	21	0.370359643362	0.98893381094	Barthea44470|Barthea19506|Barthea25343|Barthea13475	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007004
FAD binding	Gene Ontology	GO:0071949	13	81	0.370416980676	0.98893381094	Barthea36477|Barthea44117|Barthea35188|Barthea25272|Barthea05447|Barthea46345|Barthea41383|Barthea41392|Barthea41393|Barthea36434|Barthea41399|Barthea05958|Barthea41388	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071949
cold acclimation	Gene Ontology	GO:0009631	13	81	0.370416980676	0.98893381094	Barthea07490|Barthea19074|Barthea42847|Barthea15926|Barthea24098|Barthea13705|Barthea28656|Barthea31976|Barthea39567|Barthea29141|Barthea19041|Barthea08878|Barthea25234	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009631
cytokinin-activated signaling pathway	Gene Ontology	GO:0009736	20	129	0.373884234981	0.98893381094	Barthea13613|Barthea46079|Barthea36508|Barthea39601|Barthea39690|Barthea04286|Barthea36503|Barthea14031|Barthea31849|Barthea14421|Barthea45655|Barthea01356|Barthea20653|Barthea31745|Barthea23086|Barthea39710|Barthea37035|Barthea45670|Barthea24505|Barthea41063	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009736
trichome branching	Gene Ontology	GO:0010091	15	95	0.376237845674	0.98893381094	Barthea30485|Barthea41266|Barthea17293|Barthea44782|Barthea31004|Barthea02499|Barthea08306|Barthea07796|Barthea10325|Barthea46297|Barthea08296|Barthea02413|Barthea39355|Barthea25423|Barthea18161	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010091
methyl indole-3-acetate esterase activity	Gene Ontology	GO:0080030	11	68	0.378930669368	0.98893381094	Barthea43051|Barthea28756|Barthea37764|Barthea13333|Barthea41249|Barthea17506|Barthea44530|Barthea17559|Barthea34429|Barthea12075|Barthea40276	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080030
defense response by callose deposition in cell wall	Gene Ontology	GO:0052544	5	28	0.38315570267	0.98893381094	Barthea07082|Barthea13973|Barthea07107|Barthea34677|Barthea38696	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0052544
voltage-gated potassium channel activity	Gene Ontology	GO:0005249	5	28	0.38315570267	0.98893381094	Barthea13842|Barthea35167|Barthea41244|Barthea39603|Barthea29193	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005249
protein tag	Gene Ontology	GO:0031386	5	28	0.38315570267	0.98893381094	Barthea31740|Barthea38858|Barthea39561|Barthea36497|Barthea24095	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031386
ion channel activity	Gene Ontology	GO:0005216	8	48	0.383189798694	0.98893381094	Barthea05045|Barthea04625|Barthea08077|Barthea21150|Barthea37592|Barthea26154|Barthea40479|Barthea21111	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005216
branched-chain-amino-acid transaminase activity	Gene Ontology	GO:0004084	3	15	0.384553173282	0.98893381094	Barthea19452|Barthea14414|Barthea14090	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004084
indolebutyric acid metabolic process	Gene Ontology	GO:0080024	3	15	0.384553173282	0.98893381094	Barthea35439|Barthea11874|Barthea35909	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080024
anion channel activity	Gene Ontology	GO:0005253	3	15	0.384553173282	0.98893381094	Barthea04439|Barthea23126|Barthea21382	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005253
ADP-ribose diphosphatase activity	Gene Ontology	GO:0047631	3	15	0.384553173282	0.98893381094	Barthea08002|Barthea27095|Barthea38894	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0047631
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	Gene Ontology	GO:0032436	3	15	0.384553173282	0.98893381094	Barthea29472|Barthea29435|Barthea33536	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032436
negative regulation of cyclin-dependent protein serine/threonine kinase activity	Gene Ontology	GO:0045736	3	15	0.384553173282	0.98893381094	Barthea41242|Barthea10507|Barthea44636	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045736
apical part of cell	Gene Ontology	GO:0045177	3	15	0.384553173282	0.98893381094	Barthea46358|Barthea29413|Barthea20088	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045177
NuA4 histone acetyltransferase complex	Gene Ontology	GO:0035267	3	15	0.384553173282	0.98893381094	Barthea27017|Barthea36739|Barthea27060	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0035267
superoxide dismutase activity	Gene Ontology	GO:0004784	3	15	0.384553173282	0.98893381094	Barthea28163|Barthea21523|Barthea39747	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004784
L-glutamate transmembrane transporter activity	Gene Ontology	GO:0005313	3	15	0.384553173282	0.98893381094	Barthea10025|Barthea27795|Barthea45063	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005313
leucine biosynthetic process	Gene Ontology	GO:0009098	3	15	0.384553173282	0.98893381094	Barthea14090|Barthea37393|Barthea22580	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009098
cellular carbohydrate metabolic process	Gene Ontology	GO:0044262	3	15	0.384553173282	0.98893381094	Barthea29273|Barthea46169|Barthea46158	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044262
cellular response to sulfate starvation	Gene Ontology	GO:0009970	3	15	0.384553173282	0.98893381094	Barthea26990|Barthea20803|Barthea02653	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009970
nucleotide-sugar transmembrane transport	Gene Ontology	GO:0015780	3	15	0.384553173282	0.98893381094	Barthea12192|Barthea39546|Barthea19596	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015780
glucosinolate metabolic process	Gene Ontology	GO:0019760	13	82	0.385349181168	0.98893381094	Barthea28786|Barthea43605|Barthea17119|Barthea34470|Barthea20964|Barthea21022|Barthea10721|Barthea30452|Barthea31808|Barthea25580|Barthea08506|Barthea20998|Barthea10527	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019760
identical protein binding	Gene Ontology	GO:0042802	65	443	0.386092259874	0.98893381094	Barthea17230|Barthea37048|Barthea08606|Barthea22696|Barthea12194|Barthea03548|Barthea17253|Barthea25493|Barthea17354|Barthea02250|Barthea10219|Barthea13056|Barthea24217|Barthea33546|Barthea36963|Barthea17371|Barthea07923|Barthea12485|Barthea28753|Barthea36280|Barthea02069|Barthea29200|Barthea12002|Barthea38181|Barthea12018|Barthea46286|Barthea09275|Barthea26998|Barthea26992|Barthea20901|Barthea38696|Barthea23071|Barthea40607|Barthea33761|Barthea30175|Barthea10574|Barthea20920|Barthea04985|Barthea19282|Barthea00412|Barthea46414|Barthea02236|Barthea23630|Barthea42067|Barthea08571|Barthea34882|Barthea44195|Barthea46099|Barthea21400|Barthea17530|Barthea12174|Barthea42844|Barthea12234|Barthea08424|Barthea44930|Barthea08588|Barthea20011|Barthea42935|Barthea18135|Barthea44594|Barthea02006|Barthea33791|Barthea41363|Barthea32954|Barthea08077	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042802
cellular response to nitrogen starvation	Gene Ontology	GO:0006995	9	55	0.38810653281	0.98893381094	Barthea09458|Barthea22508|Barthea17839|Barthea25261|Barthea31742|Barthea16003|Barthea40812|Barthea17690|Barthea42829	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006995
response to cold	Gene Ontology	GO:0009409	100	689	0.389423276802	0.98893381094	Barthea40871|Barthea20895|Barthea13773|Barthea16924|Barthea11898|Barthea22574|Barthea31936|Barthea19520|Barthea08596|Barthea33461|Barthea31938|Barthea20799|Barthea21065|Barthea21610|Barthea37786|Barthea21063|Barthea19041|Barthea46414|Barthea07488|Barthea40180|Barthea12499|Barthea42864|Barthea22894|Barthea25582|Barthea46158|Barthea19703|Barthea36374|Barthea29141|Barthea39462|Barthea28656|Barthea24339|Barthea22714|Barthea19429|Barthea32408|Barthea21366|Barthea22631|Barthea21592|Barthea46169|Barthea21595|Barthea21596|Barthea17573|Barthea13820|Barthea36369|Barthea41289|Barthea25580|Barthea41283|Barthea19282|Barthea17976|Barthea02436|Barthea34889|Barthea44544|Barthea44922|Barthea11901|Barthea24532|Barthea21587|Barthea21585|Barthea21584|Barthea21588|Barthea22317|Barthea02043|Barthea36669|Barthea19074|Barthea16701|Barthea03016|Barthea21989|Barthea44812|Barthea10426|Barthea27673|Barthea10585|Barthea41613|Barthea28770|Barthea17771|Barthea19488|Barthea08163|Barthea26441|Barthea20901|Barthea23854|Barthea19583|Barthea29292|Barthea07361|Barthea05386|Barthea09327|Barthea07383|Barthea19597|Barthea35802|Barthea26546|Barthea15926|Barthea43401|Barthea34340|Barthea10555|Barthea36931|Barthea21469|Barthea22569|Barthea29135|Barthea09692|Barthea08424|Barthea26977|Barthea01443|Barthea28933|Barthea03672	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009409
fatty acid metabolic process	Gene Ontology	GO:0006631	15	96	0.39007748842	0.98893381094	Barthea16250|Barthea08757|Barthea10220|Barthea39480|Barthea25073|Barthea21553|Barthea35698|Barthea24983|Barthea31734|Barthea24357|Barthea24356|Barthea19456|Barthea17103|Barthea46070|Barthea35333	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006631
fatty acid biosynthetic process	Gene Ontology	GO:0006633	25	165	0.391251752425	0.98893381094	Barthea07490|Barthea25475|Barthea19597|Barthea25520|Barthea19594|Barthea37349|Barthea22714|Barthea22631|Barthea23030|Barthea26977|Barthea09742|Barthea22191|Barthea20799|Barthea19488|Barthea27222|Barthea22116|Barthea07884|Barthea18940|Barthea14377|Barthea21501|Barthea17472|Barthea26619|Barthea45964|Barthea11324|Barthea09614	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006633
cell-cell signaling involved in cell fate commitment	Gene Ontology	GO:0045168	6	35	0.391802695932	0.98893381094	Barthea39685|Barthea20692|Barthea30823|Barthea39705|Barthea27147|Barthea36179	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045168
anaphase-promoting complex	Gene Ontology	GO:0005680	6	35	0.391802695932	0.98893381094	Barthea31366|Barthea19118|Barthea11592|Barthea17708|Barthea46208|Barthea40615	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005680
long-day photoperiodism, flowering	Gene Ontology	GO:0048574	6	35	0.391802695932	0.98893381094	Barthea17317|Barthea25215|Barthea06306|Barthea08878|Barthea18356|Barthea25234	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048574
positive regulation of catalytic activity	Gene Ontology	GO:0043085	6	35	0.391802695932	0.98893381094	Barthea24091|Barthea39558|Barthea21299|Barthea17563|Barthea41118|Barthea19986	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043085
regulation of response to water deprivation	Gene Ontology	GO:2000070	6	35	0.391802695932	0.98893381094	Barthea26287|Barthea38308|Barthea29293|Barthea43319|Barthea24818|Barthea46140	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:2000070
regulation of chlorophyll biosynthetic process	Gene Ontology	GO:0010380	6	35	0.391802695932	0.98893381094	Barthea27126|Barthea13613|Barthea41063|Barthea23086|Barthea27108|Barthea46079	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010380
regulation of programmed cell death	Gene Ontology	GO:0043067	6	35	0.391802695932	0.98893381094	Barthea29177|Barthea22264|Barthea23831|Barthea25813|Barthea21645|Barthea36434	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043067
xylem development	Gene Ontology	GO:0010089	16	103	0.39199195074	0.98893381094	Barthea20707|Barthea35315|Barthea03287|Barthea43532|Barthea13631|Barthea46118|Barthea10717|Barthea46120|Barthea24723|Barthea27368|Barthea07694|Barthea46117|Barthea31657|Barthea21645|Barthea46121|Barthea27951	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010089
