#Rname	Rclass	Rfam	Rlen	FRG_NB_all	FRG_NB_Reconstructed_repeats	LEN_MASKED_NR	AVG_%DIV	MED_%DIV	AVG_%DEL	MED_%DEL	AVG_%INS	MED_%INS	AVG_LEN_MASKED	%_GENOME

TE_00000207	Unknown	Unknown	nd	70	70	15227	3.35384287020542	nd	2.05970053194962	nd	4.34238917711956	nd	0.000330716660200892	nd
TE_00000564	DNA	DTM	nd	5	5	207	7.36367521367521	nd	1.60565217391304	nd	1.63120772946859	nd	4.49585267364449e-06	nd
TE_00000977_INT	LTR	Copia	nd	114	114	70649	8.8861821768954	nd	1.88425639428697	nd	1.61799232827002	nd	0.00153443234560536	nd
TE_00000730	MITE	DTM	nd	1	1	206	0	nd	0	nd	0	nd	4.47413357860273e-06	nd
TE_00000967	DNA	DTM	nd	141	141	12071	3.86732824378833	nd	6.49932234280458	nd	8.80246375611006	nd	0.000262171196249095	nd
TE_00000828_LTR	LTR	Copia	nd	8	8	3022	2.89853382884486	nd	0.694272005294499	nd	6.7297418927864	nd	6.56351052162012e-05	nd
TE_00000287	Unknown	Unknown	nd	92	92	13108	4.54746162061928	nd	2.44655859017395	nd	3.39343225511133	nd	0.000284693897807401	nd
TE_00000429	DNA	DTM	nd	21	21	2695	2.65697017268444	nd	3.19670500927644	nd	4.29974025974023	nd	5.85329611375454e-05	nd
TE_00000112	LTR	unknown	nd	174	174	20554	6.20859331142721	nd	0.520189744088739	nd	1.94479371411911	nd	0.000446414279488352	nd
TE_00000400	DNA	Helitron	nd	1069	1069	376563	9.04367683701021	nd	3.05981076207473	nd	2.5252608726837	nd	0.00817860758621058	nd
TE_00000006	Unknown	Unknown	nd	46	46	15008	1.04295683327864	nd	1.42184968017053	nd	0.598443496801665	nd	0.000325960178386746	nd
TE_00000278	Unknown	Unknown	nd	297	297	50496	3.89928212135614	nd	3.07837353453747	nd	2.92018476711038	nd	0.00109672742322875	nd
TE_00000012	Unknown	Unknown	nd	309	309	25379	5.75582659194278	nd	2.66497103904805	nd	2.22882816501826	nd	0.000551208913064848	nd
TE_00000007	Unknown	Unknown	nd	269	269	56398	2.40599141540782	nd	1.17397567289616	nd	1.8154526756269	nd	0.00122491352216523	nd
TE_00000149	LTR	unknown	nd	93	93	44259	6.09609623075374	nd	3.50693079373693	nd	1.23600939921818	nd	0.000961265427453292	nd
TE_00000200	LINE	unknown	nd	69	69	31035	6.58163921626948	nd	2.57936329949999	nd	4.53835250523669	nd	0.000674052114621047	nd
TE_00000208	Unknown	Unknown	nd	66	66	23385	2.88057235900637	nd	2.38806414368082	nd	2.17473722471574	nd	0.000507901037551577	nd
TE_00000696	DNA	DTM	nd	315	315	141160	5.10443195936954	nd	1.68935279115867	nd	1.29982629640237	nd	0.00306586745609496	nd
TE_00000900	MITE	DTM	nd	2	2	55	3.37566433566434	nd	0.875636363636363	nd	0	nd	1.19455022729685e-06	nd
TE_00000712_LTR	LTR	Copia	nd	3	3	852	1.28638497652582	nd	0.352253521126761	nd	0.471596244131454	nd	1.85046689755802e-05	nd
TE_00000714_LTR	LTR	Gypsy	nd	641	641	162712	7.77560378034322	nd	5.91877704164463	nd	5.75168647672068	nd	0.00353395739243499	nd
TE_00000662_INT	LTR	Gypsy	nd	361	361	67000	4.81901291618925	nd	1.91262104477616	nd	2.0149898507462	nd	0.00145517936779798	nd
TE_00000766_INT	LTR	Gypsy	nd	25	25	44920	7.92402536132524	nd	0.677727292964718	nd	0.893923642030223	nd	0.000975621749275896	nd
TE_00000533_LTR	LTR	Copia	nd	5	5	1516	1.15281865232396	nd	2.83499999999996	nd	0.266339050131927	nd	3.29261480833094e-05	nd
TE_00000423	DNA	DTC	nd	481	481	55444	7.88183156393414	nd	6.61993579106855	nd	2.98251100209232	nd	0.00120419350549539	nd
TE_00000873	DNA	DTC	nd	73	73	14984	8.10060038400058	nd	1.74564201815255	nd	2.88279831820565	nd	0.000325438920105744	nd
TE_00001060	MITE	DTM	nd	84	84	7038	7.41947777996333	nd	3.60338448422849	nd	2.9811352657004	nd	0.000152858990903913	nd
TE_00000522_LTR	LTR	Gypsy	nd	17	17	1987	1.95774263481863	nd	1.81132863613489	nd	0.0502063412179164	nd	4.31558418479788e-05	nd
TE_00000426	DNA	DTM	nd	96	96	8861	3.34232939501548	nd	5.74895948538535	nd	5.21470940074473	nd	0.000192452901165043	nd
TE_00000111	Unknown	Unknown	nd	57	57	5980	6.87547530229002	nd	2.080508361204	nd	3.05191806020067	nd	0.00012988018834973	nd
TE_00000929_LTR	LTR	unknown	nd	236	236	27153	2.09992152729958	nd	1.05767355356684	nd	0.888251021986644	nd	0.000589738587668932	nd
TE_00000383	DNA	Helitron	nd	1043	1043	160762	8.97488623889876	nd	2.28282442368232	nd	1.48321972854244	nd	0.00349160515710355	nd
TE_00000574_LTR	LTR	Gypsy	nd	80	80	20522	6.25517193555859	nd	2.34826430172509	nd	1.58579426956424	nd	0.000445719268447016	nd
TE_00000876	DNA	DTA	nd	13	13	2575	3.30277669902919	nd	1.43613592233011	nd	0.222928155339809	nd	5.59266697325341e-05	nd
TE_00000513	DNA	DTH	nd	155	155	10855	3.80789179038382	nd	4.84861169967768	nd	9.12108889912488	nd	0.000235760776678314	nd
TE_00000869_LTR	LTR	Gypsy	nd	16	16	4960	6.13239841811411	nd	1.9347681451613	nd	2.55040927419348	nd	0.000107726711407134	nd
TE_00000148	LTR	unknown	nd	216	216	65604	6.11378586202245	nd	3.64581946222948	nd	3.57026202670527	nd	0.00142485951111968	nd
TE_00000044	Unknown	Unknown	nd	135	135	15427	3.32332823072419	nd	1.01570558112388	nd	1.19437998314643	nd	0.000335060479209244	nd
TE_00000231	Unknown	Unknown	nd	34	34	3795	1.42430525995746	nd	0.753486166007906	nd	0.645370223978921	nd	8.24239656834823e-05	nd
TE_00000103	Unknown	Unknown	nd	78	78	15775	1.7769264903085	nd	1.85267385103011	nd	1.02769191759116	nd	0.000342618724283777	nd
TE_00000894	DNA	DTM	nd	53	53	3804	2.77101330583199	nd	8.19564405888542	nd	7.96556256572032	nd	8.26194375388582e-05	nd
TE_00000709	MITE	DTM	nd	7	7	855	1.22167341430501	nd	0.875076023391796	nd	11.3558947368422	nd	1.85698262607055e-05	nd
TE_00000059	Unknown	Unknown	nd	115	115	26727	7.92777715418839	nd	0.920619972312684	nd	4.51568937778282	nd	0.000580486253181142	nd
TE_00001013_LTR	LTR	Copia	nd	18	18	3947	5.53943014168479	nd	7.0771218647074	nd	3.56041297187736	nd	8.572526812983e-05	nd
TE_00000629_LTR	LTR	Gypsy	nd	16	16	4778	6.11518095759441	nd	2.77253662620356	nd	4.41975931352036	nd	0.000103773836109533	nd
TE_00001039	MITE	DTM	nd	2	2	116	6.11962864721484	nd	5.17086206896552	nd	2.48793103448275	nd	2.51941502484426e-06	nd
TE_00000013	Unknown	Unknown	nd	210	210	19365	4.75332439571804	nd	0.585345210431212	nd	0.119061709269298	nd	0.000420590275483698	nd
TE_00000040	Unknown	Unknown	nd	56	56	7048	2.99580677551728	nd	2.61430334846763	nd	0.811580590238264	nd	0.00015307618185433	nd
TE_00000638	MITE	DTA	nd	2	2	268	1.64085820895524	nd	3.35742537313433	nd	19.1891791044776	nd	5.8207174711919e-06	nd
TE_00000633	MITE	DTH	nd	7	7	547	4.00795246800729	nd	3.62301645338208	nd	6.46782449725778	nd	1.18803449878432e-05	nd
TE_00000600_INT	LTR	Gypsy	nd	113	113	60425	6.78157735272538	nd	1.72666015721945	nd	1.09718973934644	nd	0.0013123763178984	nd
TE_00000553	DNA	DTM	nd	101	101	25702	5.18203596846673	nd	4.61555482063667	nd	2.66655357559737	nd	0.000558224180763337	nd
TE_00000126	Unknown	Unknown	nd	81	81	7275	5.3618445678036	nd	2.62737869415815	nd	14.8375793814431	nd	0.00015800641642881	nd
TE_00000523	DNA	DTM	nd	49	49	2717	3.57885393958269	nd	4.49387191755603	nd	3.39593669488404	nd	5.90107812284642e-05	nd
TE_00000451	DNA	DTC	nd	18	18	2770	2.42069564009994	nd	2.3095523465704	nd	0.974404332129959	nd	6.01618932656775e-05	nd
TE_00000739_INT	LTR	Gypsy	nd	15	15	10142	4.93801252976946	nd	1.18413232104124	nd	0.365280023663979	nd	0.000220275061913538	nd
TE_00000756_LTR	LTR	Gypsy	nd	11	11	3651	3.93380527990229	nd	3.423626403725	nd	3.70280471103793	nd	7.92964159974688e-05	nd
TE_00000264	LTR	unknown	nd	73	73	17086	8.54163237558451	nd	1.61616645206589	nd	4.53575324827327	nd	0.000371092457883525	nd
TE_00000286	Unknown	Unknown	nd	128	128	35764	1.59933173023177	nd	1.36314366401943	nd	3.75062129515745	nd	0.000776761715073534	nd
TE_00000736_INT	LTR	Gypsy	nd	25	25	13439	3.90848306020943	nd	1.09080511942879	nd	0.394691569313194	nd	0.000291882918266224	nd
TE_00000193	Unknown	Unknown	nd	159	159	20096	5.73135602951988	nd	5.07640326433127	nd	7.39138783837553	nd	0.000436466933959226	nd
TE_00000168	Unknown	Unknown	nd	165	165	26765	3.5320935780083	nd	4.71934765552034	nd	5.35140556697172	nd	0.000581311578792728	nd
TE_00000634	DNA	DTM	nd	6	6	3487	0.865330568485125	nd	0.372374533983366	nd	0.354275881846851	nd	7.573448441062e-05	nd
TE_00000353	DNA	DTT	nd	6	6	1925	0.552335664335661	nd	0.623127272727271	nd	3.34645194805194	nd	4.18092579553896e-05	nd
TE_00000767_INT	LTR	Gypsy	nd	21	21	31135	7.26691282380816	nd	0.893125100369213	nd	1.58458101814712	nd	0.000676224024125223	nd
TE_00000330	DNA	DTM	nd	43	43	7208	3.21215423034229	nd	2.49101831298557	nd	3.31590177580443	nd	0.000156551237061012	nd
TE_00000743_LTR	LTR	Gypsy	nd	30	30	4567	7.46723231880888	nd	1.62215458725639	nd	2.26527041821768	nd	9.91911070557217e-05	nd
TE_00000362	DNA	DTM	nd	3	3	1279	1.30576472003366	nd	3.20453479280691	nd	1.87521501172793	nd	2.77787225584121e-05	nd
TE_00000947_LTR	LTR	Copia	nd	261	261	110247	4.99860826493834	nd	2.43650793218795	nd	1.62521175179411	nd	0.00239446507106901	nd
TE_00000715_LTR	LTR	Gypsy	nd	762	762	462102	5.45905636717403	nd	2.61003297973233	nd	1.15395421357321	nd	0.0100364372569878	nd
TE_00000544	MITE	DTM	nd	5	5	176	7.40098339160837	nd	1.52625	nd	0.761931818181818	nd	3.82256072734991e-06	nd
TE_00000282	Unknown	Unknown	nd	83	83	26328	1.47540714185532	nd	1.1720100273474	nd	1.84579762989942	nd	0.000571820334259479	nd
TE_00000032	Unknown	Unknown	nd	71	71	15223	1.68141425676746	nd	4.67554686986762	nd	1.75616764106933	nd	0.000330629783820725	nd
TE_00000441	DNA	DTM	nd	24	24	2938	3.01637560873419	nd	5.47244724302229	nd	4.60032334921708	nd	6.38107012326933e-05	nd
TE_00000595	DNA	DTM	nd	35	35	4429	3.40539017315945	nd	8.15309776473224	nd	5.19141341160532	nd	9.61938719399587e-05	nd
TE_00000725	MITE	DTM	nd	2	2	207	2.01843180973616	nd	0.482608695652173	nd	6.14521739130436	nd	4.49585267364449e-06	nd
TE_00000962	DNA	DTM	nd	764	764	589198	7.52447771245949	nd	2.12238120292044	nd	1.73859987644036	nd	0.0127968473604154	nd
TE_00000587	MITE	DTM	nd	3	3	630	1.90714285714286	nd	0	nd	0.16	nd	1.36830298763093e-05	nd
TE_00000537_LTR	LTR	Gypsy	nd	128	128	47530	4.8865070643655	nd	2.46776772564701	nd	1.67786008836486	nd	0.00103230858733489	nd
TE_00000867_LTR	LTR	Copia	nd	53	53	16419	6.34205821585704	nd	3.11213959437221	nd	2.36907058895209	nd	0.000356605821490671	nd
TE_00000577	DNA	DTM	nd	65	65	12310	6.38618821470979	nd	3.19892038992656	nd	1.98232087733549	nd	0.000267362059964076	nd
TE_00000375	DNA	DTM	nd	13	13	1969	0.517212954643122	nd	0.15243778567801	nd	0.368537328593194	nd	4.27648981372271e-05	nd
TE_00000136	Unknown	Unknown	nd	71	71	12623	6.36574476383188	nd	2.75424542501781	nd	7.8369412976318	nd	0.000274160136712147	nd
TE_00000446	DNA	DTC	nd	21	21	2980	1.27521037687143	nd	0.312573825503349	nd	2.86048993288587	nd	6.47229032244473e-05	nd
TE_00000466	DNA	DTC	nd	14	14	4359	1.05917024017507	nd	1.24806148199142	nd	3.41088781830722	nd	9.46735352870354e-05	nd
TE_00000594_LTR	LTR	Gypsy	nd	6	6	644	0.716752269469657	nd	2.48371118012423	nd	0	nd	1.3987097206894e-05	nd
TE_00000861_INT	LTR	Gypsy	nd	203	203	82271	5.37897020447248	nd	1.97078520985468	nd	3.26204178872188	nd	0.0017868516681807	nd
TE_00000096	Unknown	Unknown	nd	42	42	3678	1.93926360480195	nd	6.0224768896141	nd	0.0913920609026646	nd	7.98828315635963e-05	nd
TE_00000147	Unknown	Unknown	nd	111	111	8628	5.61222540208983	nd	2.5302862772368	nd	2.12336578581361	nd	0.000187392352020312	nd
TE_00000065	Unknown	Unknown	nd	105	105	14233	5.87796210323775	nd	1.664195180215	nd	3.67412773132872	nd	0.000309127879729382	nd
TE_00000909	DNA	DTM	nd	465	465	175826	6.99607444072719	nd	1.94407755394484	nd	3.36532668661047	nd	0.00381878160481264	nd
TE_00000748_INT	LTR	Gypsy	nd	145	145	71750	4.85299694451939	nd	1.5836087804879	nd	1.02073045296155	nd	0.00155834506924634	nd
TE_00000033	Unknown	Unknown	nd	181	181	48776	6.32619573308391	nd	2.52920350172213	nd	1.86964080695433	nd	0.00105937057975693	nd
TE_00001069	DNA	DTA	nd	36	36	7824	6.37295058596877	nd	2.47855828220858	nd	6.66196319018361	nd	0.000169930199606737	nd
TE_00000784_LTR	LTR	Gypsy	nd	116	116	45090	5.33498413429538	nd	2.94131559104039	nd	2.11637303171341	nd	0.000979313995432995	nd
TE_00001062_INT	LTR	Copia	nd	875	875	587528	5.94747643450129	nd	1.7724218420225	nd	2.26768953990041	nd	0.0127605764716957	nd
TE_00000160	Unknown	Unknown	nd	51	51	5768	9.02533207084151	nd	2.32546636615815	nd	5.7683079056865	nd	0.000125275740200876	nd
TE_00000011	Unknown	Unknown	nd	300	300	75980	5.50820782797077	nd	4.19475309291867	nd	5.42061002895151	nd	0.00165021684127299	nd
TE_00000320	DNA	DTH	nd	5	5	1801	1.99338828855763	nd	6.27318156579666	nd	3.38272626318711	nd	3.91160901702112e-05	nd
TE_00000549	MITE	DTM	nd	63	63	7500	7.71227692307745	nd	4.52789999999989	nd	12.7648826666668	nd	0.000162893212813206	nd
TE_00000130	Unknown	Unknown	nd	50	50	27024	3.76383627658738	nd	3.80717547365399	nd	2.82379588513876	nd	0.000586936824408545	nd
TE_00000298	DNA	DTH	nd	42	42	31365	1.88834810972567	nd	1.37033540570702	nd	0.753393272755994	nd	0.000681219415984828	nd
TE_00000078	Unknown	Unknown	nd	79	79	5362	7.0284961122427	nd	1.67112458038039	nd	2.10630175307722	nd	0.000116457787613922	nd
TE_00000254	Unknown	Unknown	nd	87	87	22745	2.95604511557895	nd	2.29496109034969	nd	3.44923983293081	nd	0.00049400081672485	nd
TE_00001070	DNA	DTM	nd	197	197	73330	7.6349586169978	nd	2.38135415246199	nd	2.5873459702725	nd	0.00159266123941232	nd
TE_00000842_LTR	LTR	Gypsy	nd	10	10	1665	1.89639870639876	nd	1.95691291291293	nd	1.71533333333333	nd	3.61622932445318e-05	nd
TE_00000957_INT	LTR	Gypsy	nd	143	143	138563	8.94047178762559	nd	2.27961613128838	nd	1.2380671607857	nd	0.00300946296627151	nd
TE_00001063_LTR	LTR	Gypsy	nd	12	12	3148	6.48938642361448	nd	6.19201397712843	nd	1.9159911054638	nd	6.83717111914631e-05	nd
TE_00000259	Unknown	Unknown	nd	79	79	13024	8.40943849225008	nd	6.24113252457014	nd	8.92724508599628	nd	0.000282869493823893	nd
TE_00000153	DNA	DTM	nd	66	66	10312	6.52058132422287	nd	1.97934542280832	nd	4.15072148952669	nd	0.000223967308070638	nd
TE_00000680_INT	LTR	Gypsy	nd	8	8	1632	2.6443815987934	nd	0.551917892156858	nd	0.122438725490195	nd	3.54455631081537e-05	nd
TE_00000311	DNA	DTM	nd	82	82	6810	4.98511465040095	nd	6.88768281938318	nd	8.45091042584428	nd	0.000147907037234391	nd
TE_00000782	DNA	DTM	nd	208	208	24787	4.97251040402729	nd	8.47992576753979	nd	7.80329971355931	nd	0.000538351208800126	nd
TE_00000144	LTR	unknown	nd	187	187	42716	7.00621673017468	nd	2.9322572338236	nd	4.65299325779659	nd	0.000927752863803855	nd
TE_00001064_LTR	LTR	Gypsy	nd	6	6	1789	3.341409038139	nd	1.33146450531024	nd	3.70839575181668	nd	3.88554610297101e-05	nd
TE_00000688	MITE	DTA	nd	65	65	26045	5.40904706351494	nd	3.04978729122687	nd	1.02220042234587	nd	0.000565673830362661	nd
TE_00000093	Unknown	Unknown	nd	15	15	923	5.95927160596714	nd	0.65037919826652	nd	3.14732394366197	nd	2.00467247235452e-05	nd
TE_00000135	Unknown	Unknown	nd	68	68	7619	5.09127585893565	nd	10.999657435359	nd	2.40378789867433	nd	0.000165477785123176	nd
TE_00000837_INT	LTR	Gypsy	nd	150	150	84609	2.76102933221416	nd	1.92149381271433	nd	0.64658629696619	nd	0.00183763091238834	nd
TE_00000407	DNA	Helitron	nd	701	701	90447	7.81104475974428	nd	3.11790363417302	nd	3.08689243424352	nd	0.00196442698924214	nd
TE_00000434	DNA	DTM	nd	95	95	8988	3.24145441785642	nd	6.8057554517132	nd	6.49050623052964	nd	0.000195211226235346	nd
TE_00000973	DNA	DTM	nd	31	31	6699	2.59117491703693	nd	1.87124197641439	nd	4.84289595462037	nd	0.000145496217684756	nd
TE_00000314	DNA	DTM	nd	18	18	7579	3.09283597389537	nd	3.89238685842458	nd	4.85605752737829	nd	0.000164609021321505	nd
TE_00000943_LTR	LTR	Gypsy	nd	765	765	450153	6.97294240471561	nd	2.81895882066661	nd	2.19672864559384	nd	0.00977691579033376	nd
TE_00000689_LTR	LTR	Gypsy	nd	5	5	1944	4.28517924976255	nd	5.29789094650219	nd	2.1056584362139	nd	4.2221920761183e-05	nd
TE_00000941_LTR	LTR	Gypsy	nd	25	25	7049	5.69179261651913	nd	7.5508511845657	nd	2.99361044119736	nd	0.000153097900949372	nd
TE_00000575	DNA	DTM	nd	178	178	77157	9.58175593021622	nd	3.54778775742847	nd	2.12722552717165	nd	0.00167578021613714	nd
TE_00000300	Unknown	Unknown	nd	46	46	13101	1.03021466359003	nd	0.0378749713762306	nd	0.527333028013067	nd	0.000284541864142109	nd
TE_00000653	DNA	DTM	nd	60	60	11726	5.1276453377767	nd	3.24102677810003	nd	3.71855449428629	nd	0.000254678108459687	nd
TE_00000898	DNA	DTM	nd	278	278	39718	7.0631613451765	nd	3.19567324638687	nd	2.63210106249014	nd	0.000862639016868656	nd
TE_00000567	MITE	DTM	nd	17	17	1385	8.05643154679257	nd	0.679812274368226	nd	1.50439711191336	nd	3.00809466328387e-05	nd
TE_00000294	Unknown	Unknown	nd	45	45	5398	6.93825348419651	nd	1.28916450537236	nd	6.10550389032955	nd	0.000117239675035425	nd
TE_00000230	Unknown	Unknown	nd	54	54	15301	4.17099133792133	nd	4.04285667603427	nd	3.84470296059071	nd	0.000332323873233982	nd
TE_00000644	MITE	DTA	nd	34	34	2966	5.28500440894243	nd	3.30410316925153	nd	8.46417397167898	nd	6.44188358938626e-05	nd
TE_00000934_LTR	LTR	Gypsy	nd	23	23	7545	5.27665341285623	nd	2.25286679920471	nd	3.59105367793245	nd	0.000163870572090085	nd
TE_00001080_INT	LTR	Gypsy	nd	2933	2933	1529505	7.42257458860154	nd	2.15312975112722	nd	2.73180646679964	nd	0.0332194644618484	nd
TE_00000038	Unknown	Unknown	nd	136	136	14535	5.48875446534882	nd	1.76071482628136	nd	0.841386308909504	nd	0.000315687046431994	nd
TE_00000939	DNA	DTM	nd	1459	1459	332598	6.58926814861239	nd	4.59298543587184	nd	3.83339226333286	nd	0.00722372757269957	nd
TE_00000734	MITE	DTM	nd	6	6	513	5.00608786924577	nd	10.3694736842106	nd	3.07499025341131	nd	1.11418957564233e-05	nd
TE_00001015_LTR	LTR	Gypsy	nd	7	7	2387	2.80956301762755	nd	3.35167574361121	nd	1.66797653958947	nd	5.18434798646831e-05	nd
TE_00000469	DNA	Helitron	nd	297	297	56299	5.77141655747409	nd	3.52783690651728	nd	5.66484324765832	nd	0.00122276333175609	nd
TE_00000050	Unknown	Unknown	nd	61	61	9191	2.34843952696203	nd	1.56106082036776	nd	1.10779566967689	nd	0.000199620202528824	nd
TE_00000479	DNA	DTM	nd	6	6	2172	1.56070973225666	nd	1.01435543278082	nd	2.10485727440145	nd	4.71738744307045e-05	nd
TE_00000369	DNA	DTC	nd	439	439	133040	9.01979604167705	nd	3.6802947233899	nd	6.17717889356601	nd	0.00288950840435586	nd
TE_00000768_INT	LTR	Gypsy	nd	57	57	73076	7.03717194322213	nd	1.41741679894972	nd	1.33690418194785	nd	0.00158714458927171	nd
TE_00000021	Unknown	Unknown	nd	334	334	48967	3.39481943098301	nd	1.0632977311249	nd	1.86974472603966	nd	0.0010635189269099	nd
TE_00000612_LTR	LTR	Copia	nd	24	24	5761	7.37794586944041	nd	4.42448533240759	nd	3.08761673320599	nd	0.000125123706535584	nd
TE_00000325	DNA	DTC	nd	179	179	29706	7.08544570120536	nd	3.89845014475219	nd	4.83940214098172	nd	0.000645187437310547	nd
TE_00000100	Unknown	Unknown	nd	44	44	3360	2.63067078754575	nd	0.0297321428571428	nd	2.39111607142865	nd	7.29761593403164e-05	nd
TE_00000772_INT	LTR	Gypsy	nd	3	3	4736	1.85808293269232	nd	0.0625971283783787	nd	0.0609353885135189	nd	0.000102861634117779	nd
TE_00000795	MITE	DTH	nd	1	1	76	0	nd	0	nd	0	nd	1.65065122317382e-06	nd
TE_00000660	DNA	DTM	nd	124	124	9462	3.33866965839067	nd	4.34432889452549	nd	6.88841048404149	nd	0.000205506077285141	nd
TE_00000843	DNA	DTM	nd	1	1	8	6.34615384615385	nd	0	nd	9.09	nd	1.73752760334087e-07	nd
TE_00000453	DNA	DTC	nd	10	10	8084	1.49993291592139	nd	0.804335724888678	nd	1.34882360217719	nd	0.000175577164317595	nd
TE_00000503	DNA	DTM	nd	246	246	23426	6.83570079924374	nd	3.03284897122852	nd	1.4586386920515	nd	0.000508791520448289	nd
TE_00000154	Unknown	Unknown	nd	117	117	51935	2.05161162992214	nd	0.996855877538938	nd	0.430655627226321	nd	0.00112798120099385	nd
TE_00001029_INT	LTR	Gypsy	nd	3	3	2140	7.01530553558603	nd	1.60185046728972	nd	8.77196261682198	nd	4.64788633893682e-05	nd
TE_00000895_LTR	LTR	Gypsy	nd	20	20	6265	7.33476395113333	nd	5.90288108539528	nd	5.10109497206707	nd	0.000136070130436632	nd
TE_00000378	DNA	Helitron	nd	656	656	132211	6.89133072832963	nd	3.6037972634655	nd	3.15935678574428	nd	0.00287150327456624	nd
TE_00000648_INT	LTR	Gypsy	nd	17	17	26723	3.92499086065257	nd	0.638675672641571	nd	0.108832092205247	nd	0.000580399376800975	nd
TE_00000672	DNA	DTM	nd	21	21	2581	3.31003188984596	nd	4.8851142967841	nd	12.6745215032933	nd	5.60569843027847e-05	nd
TE_00000361	DNA	DTC	nd	13	13	3397	1.57598786259369	nd	0.646829555490147	nd	1.478957904033	nd	7.37797658568615e-05	nd
TE_00000173	Unknown	Unknown	nd	127	127	22743	5.19151404151368	nd	9.91279162819284	nd	7.34546365914716	nd	0.000493957378534766	nd
TE_00000159	Unknown	Unknown	nd	42	42	19623	1.75314485748667	nd	1.94968914029479	nd	2.45703613107089	nd	0.000426193802004473	nd
TE_00000475	DNA	DTC	nd	10	10	4203	1.2806456926371	nd	0.594608612895531	nd	4.17109445634094	nd	9.12853564605207e-05	nd
TE_00000443	DNA	DTM	nd	49	49	7073	3.61328181926939	nd	7.18475894245696	nd	7.5052424713702	nd	0.000153619159230374	nd
TE_00000280	Unknown	Unknown	nd	91	91	8546	5.77170921168694	nd	4.25988064591623	nd	4.39509712146028	nd	0.000185611386226888	nd
TE_00000935_INT	LTR	Gypsy	nd	27	27	64958	8.84304574316686	nd	1.09865913359448	nd	0.702124911481194	nd	0.0014108289757227	nd
TE_00000628_LTR	LTR	Gypsy	nd	9	9	1374	4.04927779643933	nd	1.16663755458515	nd	0.875480349344972	nd	2.98420365873794e-05	nd
TE_00000584	MITE	DTH	nd	1	1	133	0	nd	0	nd	0	nd	2.88863964055419e-06	nd
TE_00000573_INT	LTR	Copia	nd	165	165	125324	5.48777952163245	nd	1.65788204972727	nd	0.85355406785602	nd	0.00272192386701363	nd
TE_00000229	Unknown	Unknown	nd	51	51	6225	3.34519122644415	nd	0.787320481927707	nd	1.7236224899597	nd	0.000135201366634961	nd
TE_00000969_INT	LTR	Gypsy	nd	2551	2551	1386195	8.10626578789278	nd	1.41150315792589	nd	1.69641020202866	nd	0.0301069009514136	nd
TE_00000801_INT	LTR	unknown	nd	581	581	169985	9.45388950608962	nd	1.6653062917318	nd	1.5311013324699	nd	0.00369192037067371	nd
TE_00000158	Unknown	Unknown	nd	96	96	15287	3.75115029864473	nd	5.59625302544612	nd	4.2033734545691	nd	0.000332019805903398	nd
TE_00000105	Unknown	Unknown	nd	26	26	5381	5.53879461924436	nd	2.03177290466457	nd	3.11280245307559	nd	0.000116870450419715	nd
TE_00000529_INT	LTR	unknown	nd	448	448	79314	2.67821603907269	nd	1.89698741710144	nd	2.1748933353503	nd	0.00172262830414222	nd
TE_00000823	DNA	DTC	nd	101	101	32865	4.16424557338385	nd	2.87722075155963	nd	1.62359348851359	nd	0.000713798058547469	nd
TE_00000213	Unknown	Unknown	nd	122	122	45476	2.3993538434484	nd	1.54241687923266	nd	2.57693178819604	nd	0.000987697566119115	nd
TE_00000477	DNA	DTH	nd	21	21	9658	0.914969256256303	nd	0.476016773659122	nd	0.113023400289924	nd	0.000209763019913326	nd
TE_00001049_LTR	LTR	Copia	nd	374	374	109399	5.86778654986855	nd	3.21739961059955	nd	1.51111463541661	nd	0.00237604727847359	nd
TE_00001024	MITE	DTM	nd	11	11	575	6.35933779264214	nd	7.5819652173913	nd	1.15351304347826	nd	1.24884796490125e-05	nd
TE_00001017_LTR	LTR	Gypsy	nd	21	21	5377	7.91723580492417	nd	8.15445415659268	nd	4.03204761019153	nd	0.000116783574039548	nd
TE_00000167	Unknown	Unknown	nd	139	139	25204	6.62907917546682	nd	3.305299555626	nd	2.16155927630536	nd	0.00054740807143254	nd
TE_00000326	DNA	DTC	nd	36	36	6565	5.15244888394148	nd	2.95597867479069	nd	2.78178370144707	nd	0.00014258585894916	nd
TE_00000971_LTR	LTR	unknown	nd	7	7	447	2.7194458785063	nd	1.75664429530202	nd	5.37966442953021	nd	9.70843548366709e-06	nd
TE_00000388	DNA	DTC	nd	6	6	3218	1.85201271692884	nd	3.04484773151015	nd	2.02394655065253	nd	6.98920478443863e-05	nd
TE_00000779_LTR	LTR	Gypsy	nd	4	4	298	1.93586732059887	nd	0	nd	0	nd	6.47229032244473e-06	nd
TE_00000447	DNA	DTM	nd	12	12	1921	1.04168902414606	nd	0.937714731910461	nd	0	nd	4.17223815752225e-05	nd
TE_00000737	DNA	DTC	nd	2	2	1307	1.3029191925137	nd	0.915700076511097	nd	4.18578423871456	nd	2.83868572195814e-05	nd
TE_00000070	Unknown	Unknown	nd	149	149	35043	3.61757895245154	nd	3.27311303256028	nd	2.50760208886227	nd	0.000761102247548425	nd
TE_00000439	DNA	DTM	nd	19	19	2200	2.95557692307691	nd	6.02861818181819	nd	8.64929545454566	nd	4.77820090918738e-05	nd
